Name | Description | Default Value | Flags
csm_sst_max_visible_dist |  | 2000 | cheat
csm_sst_pushback_distance | default pushback | 1500 | cheat
csm_sst_shadow_focus_region_maxz |  | 2000 | cheat
csm_sst_shadow_focus_region_minz |  | -2000 | cheat
csm_viewdir_shadow_bias |  | 0 | cheat
csm_viewmodel_farz |  | 30 | cheat
csm_viewmodel_max_shadow_dist |  | 21 | cheat
csm_viewmodel_max_visible_dist |  | 1000 | cheat
csm_viewmodel_nearz |  | 0.5 | cheat
csm_viewmodel_shadows |  | false | devonly
d3d_max_feature_level | Report the maximum D3D feature level available. | &lt;Not set&gt; | devonly
damage_indicator_safe_area |  | 6 | devonly, cl
deadlock_chat_mode | Default communication preference for players | 2 | cl, a, release
deadlock_disable_post_match_survey | Disable the early post match survey | false | cl, a
deadlock_early_development_warning_disabled | Disable the early dev build message | false | cl, a
deadlock_hero_debuts_seen |  |  | cl, a, release
deadlock_mm_preference | What style of player do we want to try and match with in matchmaking | 1 | cl, a, release
deadlock_steam_input_debug | Show Steam Input Error Messages and Spew in console | false | devonly, cl
deadlock_steam_input_on_disc_manifest | Use local cfg\\steam_input_manifest.vdf as opposed to cloud manifest | false | devonly, cl
debug_async_data_panel_override_state | Force ALL async data panels to be in a specific state. -1:disabled, 0:failure, 1:loading, 2:success | -1 | devonly, cl
debug_draw_enable |  | true | devonly, rep
debug_font_size | Font size for the debug font | 14 | devonly
debug_hltv | Print out hltv events | 0 | devonly, cl, rep, clientcmd_can_execute
debugoverlay_force_respect_ttl | Force respect TTL even when clearing scopes | false | cheat
debugoverlay_show_text_outline | Toggle display of box around text | false | cheat
debugoverlay_text_scale | Scale of the text used for 3d display | 1 | a, cheat
default_fov |  | 70 | cl, cheat
demo_allow_game_mismatch | Allow playback of demo even if game directories are not matched \[may crash or fail to load\]. | false | devonly
demo_debug | Turn on demo debug spew. | 0 | devonly
demo_flush | Flush writing the demo file every network update | false | a
demo_max_consecutive_skip_packets | Don't skip more than N messages in a row when skipping in a demo file. | 100 | devonly
demo_playback_override_settings |  | false | devonly, cl
demo_quitafterplayback | Quits game after demo playback. | false | release
demo_recordcommands | Record commands typed at console into .dem files. | true | cheat
demo_usefastgoto | Use fast frame skipping when available for demo_goto commands. | true | devonly
demo_writefullupdate_rate | Interval time in seconds to write full updates to demo. | 60 | devonly
dev_create_sensitivity_report |  | 0 | devonly, cl
developer | Set developer message level. | 0 | release
diffcheck | Activate diffcheck system. | true | devonly
diffcheck_playerslot |  | 0 | devonly
diffcheck_spew | Actually show diffcheck results. | true | devonly
diffcheck_spew_diff_filter | Show diff with matching filter substring only. |  | devonly
diffcheck_spew_diff_only | Show diff only. | false | devonly
dota_enable_spatial_audio | Flag to enable spatial audio in Dota 2. | false | release
dota_spatial_audio_mix | Mix value to blend spatial and non-spatial audio in Dota 2. | 1 | release
dsp_automatic |  | 0 | devonly, demo
dsp_db_min |  | 80 | devonly, demo
dsp_db_mixdrop |  | 0.5 | devonly, demo
dsp_dist_max |  | 1440 | cheat, demo
dsp_dist_min |  | 0 | cheat, demo
dsp_mix_max |  | 0.8 | devonly, demo
dsp_mix_min |  | 0.2 | devonly, demo
dsp_off |  | false | cheat
dsp_vol_2ch |  | 1 | devonly, demo
dsp_vol_4ch |  | 0.5 | devonly, demo
dsp_vol_5ch |  | 0.5 | devonly, demo
dsp_volume |  | 0.8 | a, demo
dump_audio_input |  | false | devonly
enable_boneflex |  | true | cl, a
engine_accurate_input_processing_delta_time | When true, elapsed time given to the input processing will be the time elapsed since the last input processing. This is only relevant when input is processed multiple times per frame ( i.e. multiple ticks per frame) | false | devonly
engine_allow_multiple_simulates_per_frame | When the client is catching up in low frame rate situations, should we run client simulate more than once a frame? | false | devonly
engine_allow_multiple_ticks_per_frame | When the client is catching up in low frame rate situations, should we run tick more than once a frame? | true | devonly
engine_client_tick_pad_enable |  | false | devonly
engine_cpu_info_extended | CPU the engine is running on. |  | devonly
engine_frametime_amnesty_debug | Enable logging about events that disable frame time warnings | false | devonly
engine_low_latency_sleep_after_client_tick | When r_low_latency is enabled, this moves the low latency sleep on tick frames to happen after client simulation. | false | release
engine_max_resource_system_update_time |  | 5 | devonly
engine_max_ticks_to_simulate | Max number of ticks to simulate per frame, after which simulation will start to slow down compared to real time. | -1 | devonly
engine_no_focus_sleep |  | 20 | a
engine_no_focus_sleep_vconsole_suppress | When VConsole is in the foreground, don't trigger engine_no_focus_sleep behavior | true | devonly
engine_ostype | OS type the engine is running on. |  | devonly
engine_phys_debug_limit_ticks |  | true | devonly
engine_platform_name_extended | Platform the engine is running on. |  | devonly
engine_relaunch_app_before_exiting | Use this to tell Steam to relaunch the app right after existing | false | hidden, release
engine_render_only |  | false | devonly
engine_rendersystem_init | Rendersystem option requested (changing this does not change the rendersystem). |  | devonly
engine_rendersystem_meets_min_dx_110 | Rendersystem meets min DX110 feature level (changing this does not change the shader model). | Unknown | devonly
engine_rendersystem_meets_min_dx_110_simple | Rendersystem meets min DX110 feature level (changing this does not change the shader model). | Unknown | devonly
engine_rendersystem_shader_model | Rendersystem shader model in use (changing this does not change the shader model). | 0 | devonly
engine_rendersystem_used | Rendersystem option in use (changing this does not change the rendersystem). |  | devonly
engine_show_frame_dispatch | show frame dispatch names. | false | devonly
engine_show_frame_pacing |  | false | release
engine_show_frame_ticks |  | false | devonly
engine_sse42 | turn on sse4.2 optimizations in the engine | true | devonly
engine_update_resource_system_during_low_latency_sleep |  | true | devonly
english | If set to 1, running the english language set of assets. | true | cl, user
ent_revert_dormancy_change |  | false | devonly, cl
ent_test_interpolation |  | false | devonly, cl
execute_command_every_frame |  |  | cheat
fade_debug_splitscreen_slot |  | -1 | devonly, cl
filesystem_buffer_size | Size of per file buffers. 0 for none | 0 | devonly
filesystem_fake_latency |  | 0 | devonly
filesystem_max_stdio_read |  | 16 | devonly
filesystem_native | Use native FS or STDIO | true | devonly
filesystem_report_buffered_io |  | false | devonly
filesystem_unbuffered_io |  | true | devonly
fish_debug | Show debug info for fish | false | cl, cheat
fog_color |  | -1 -1 -1 | cl, cheat
fog_colorskybox |  | -1 -1 -1 | cl, cheat
fog_enable | Enable fog | true | cl, cheat
fog_enableskybox |  | true | cl, cheat
fog_end |  | -1 | cl, cheat
fog_endskybox |  | -1 | cl, cheat
fog_hdrcolorscale |  | -1 | cl, cheat
fog_hdrcolorscaleskybox |  | -1 | cl, cheat
fog_maxdensity |  | -1 | cl, cheat
fog_maxdensityskybox |  | -1 | cl, cheat
fog_override | Overrides the map's fog settings (-1 populates fog_ vars with map's values) | 0 | cl, cheat
fog_override_enable | Use fog_override convars instead of world fog data | false | cheat
fog_override_end |  | 3500 | cheat
fog_override_exponent |  | 2 | cheat
fog_override_max_density |  | 0.4 | cheat
fog_override_start |  | 1000 | cheat
fog_start |  | -1 | cl, cheat
fog_startskybox |  | -1 | cl, cheat
font_show_glyph_miss |  | false | devonly
fov_desired | Sets the base field-of-view. | 75 | cl, a, user
fps_max | Frame rate limiter.  0=no limit.  Does not apply to dedicated server. | 400 | a, release
fps_max_tools | Additional frame rate limit while in tools mode and a window other than the game window has focus. Note that fps_max still applies, this only allows the maximum frame rate for tools mode to be lower. 0=no tools specific limit. | 120 | a
fps_max_ui | Frame rate limiter while the game UI is displayed.  0=no limit.  Does not apply to dedicated server. | 120 | a
freecamera_accel | Tweak this parameter to adjust Free Camera movement acceleration. | 5 | devonly, cl
freecamera_fog_end | Fog end for Free Camera. | 2500 | devonly, cl
freecamera_fog_start | Fog start for Free Camera. | 1800 | devonly, cl
freecamera_max_speed | Tweak this parameter to adjust Free Camera movement max speed. | 500 | devonly, cl
freecamera_rotation_multiplier | Tweak this parameter to adjust Free Camera mouse rotation. | 10 | devonly, cl
freecamera_zfar | Fog start for Free Camera. | 4500 | devonly, cl
friend_menu_group_party_members | Controls whether or not the friend list has grouping for party members or not | true | devonly, cl
fs_async_threads | Number of IO threads in async filesystem (-1 == auto) | -1 | devonly
fs_fake_read_delay_ms | Add N ms of delay to every low-level read operation, to simulate a slow disk | 0 | release
fs_report_async_io |  | false | devonly
fs_report_long_reads | 0:Off, 1:All (for tracking accumulated duplicate read times), &gt;1:Microsecond threashold | 0 | devonly
fs_report_sync_opens | 0:Off, 1:Always, 2:Not during load | 0 | release
fs_warning_mode | 0:Off, 1:Warn main thread, 2:Warn other threads | 0 | devonly
fx_drawmetalspark | Draw metal spark effects. | true | devonly, cl
g_debug_ragdoll_visualize |  | false | cl, cheat
g_ragdoll_fadespeed |  | 600 | devonly, cl
g_ragdoll_lvfadespeed |  | 100 | devonly, cl
game_particle_manager_requeue_messages |  | true | devonly, cl, hidden
gameevents_showeventlisteners | Show listening addition/removals | false | devonly
gameevents_showevents | Dump game events to console. (1 = Show Signaling, 2 = Show Posting also). | 0 | devonly
gameinstructor_enable | Display in game lessons that teach new players. | true | cl, a, release
gameinstructor_find_errors | Set to 1 and the game instructor will run EVERY scripted command to uncover errors. | false | cl, cheat
gameinstructor_start_sound_cooldown | Number of seconds forced between similar lesson start sounds. | 4 | devonly, cl
gameinstructor_verbose | Set to 1 for standard debugging or 2 (in combo with gameinstructor_verbose_lesson) to show update actions. | 0 | cl, cheat
gameinstructor_verbose_lesson | Display more verbose information for lessons have this name. |  | cl, cheat
gl_clear |  | true | devonly, cl
glow_use_tolerance |  | 0.85 | cl, rep, cheat
gpu_level | GPU Level - Default: High | 3 | devonly, cl
gpu_mem_level | Memory Level - Default: High | 2 | devonly, cl
hairsim_force_fixed_timestep |  | true | devonly, cheat
hairsim_reset |  | false | devonly, cheat
hide_party_code | When set, this will hide the party code in the client | false | cl, a
hideout_search_key | Allows specifying a search key for hideout server allocation (dev only) |  | devonly, cl
hideout_single_player | Allows creating a hideout for a party even if a single player (dev only) | false | devonly, cl
host_force_frametime_to_equal_tick_interval |  | false | devonly
host_force_max_frametime_to_tick_interval |  | false | devonly
host_framerate | Set to lock per-frame time elapse. | 0 | release
host_readconfig_ignore_userconfig | Whether we should ignore the user config file for reading/writing. | false | cheat
host_timescale | Prescale the clock by this amount. | 1 | rep, cheat
hostip | Host game server ip | 0 | release
hostname | Hostname for server. |  | release
hostname_in_client_status | Show server hostname in client status. | false | release
hostport | Host game server port | 27015 | release
hud_damagemeter |  | false | cl, cheat
hud_damagemeter_ooctimer | How many seconds after the last damage event before we consider the player out of combat. | 3 | devonly, cl
